ID,目次,校区名,date,戦没地,名寄せ
3106,福岡県久留米市,津福,1945-06-14,沖縄,沖縄
3108,福岡県久留米市,津福,1944-02-08,鹿児島沖,その他国内
3109,福岡県久留米市,津福,1945-12-23,満州延吉,満州方面
3110,福岡県久留米市,津福,1944-06-16,ビルマ,ビルマ方面
3111,福岡県久留米市,津福,1946-02-06,ソ連,ソ連
3113,福岡県久留米市,津福,1944-06-21,南洋群島,ミクロネシア
3114,福岡県久留米市,津福,1942-12-28,ニューギニア,ニューギニア方面
3115,福岡県久留米市,津福,1945-06-07,ネグロス島,フィリピン方面
3116,福岡県久留米市,津福,1945-07-20,雲南省,中国
3117,福岡県久留米市,津福,1945-07-08,雲南省,中国
3118,福岡県久留米市,津福,1944-12-09,台湾沖,台湾
3119,福岡県久留米市,津福,1945-05-10,ルソン島,フィリピン方面
3120,福岡県久留米市,津福,1944-09-13,ビルマ,ビルマ方面
3121,福岡県久留米市,津福,1944-09-23,マレー沖,マレー半島方面
3122,福岡県久留米市,津福,1945-03-17,レイテ島,フィリピン方面
3123,福岡県久留米市,津福,1945-08-14,石垣島,沖縄
3124,福岡県久留米市,津福,1944-01-18,ニューギニア,ニューギニア方面
3125,福岡県久留米市,津福,1944-09-14,雲南省,中国
3126,福岡県久留米市,津福,1944-10-13,ビルマ,ビルマ方面
3127,福岡県久留米市,津福,1943-05-02,ビルマ,ビルマ方面
3128,福岡県久留米市,津福,1945-01-12,インドシナ,インドシナ方面
3129,福岡県久留米市,津福,1945-05-10,ネグロス島,フィリピン方面
3130,福岡県久留米市,津福,1945-06-28,ビルマ,ビルマ方面
3131,福岡県久留米市,津福,1945-01-25,鹿児島沖,その他国内
3132,福岡県久留米市,津福,1944-09-19,ビルマ,ビルマ方面
3133,福岡県久留米市,津福,1944-10-18,フィリピン,フィリピン方面
3134,福岡県久留米市,津福,1943-06-19,ブーゲンビル,ソロモン・ビスマルク諸島
3136,福岡県久留米市,津福,1945-03-17,台湾沖,台湾
3138,福岡県久留米市,津福,1945-06-20,沖縄,沖縄
3139,福岡県久留米市,津福,1944-09-19,雲南省,中国
3140,福岡県久留米市,津福,1945-07-23,ビルマ,ビルマ方面
3141,福岡県久留米市,津福,1938-02-24,中国,中国
3142,福岡県久留米市,津福,1945-06-14,沖縄,沖縄
3143,福岡県久留米市,津福,1945-06-08,ルソン島,フィリピン方面
3144,福岡県久留米市,津福,1944-07-28,ビルマ,ビルマ方面
3146,福岡県久留米市,津福,1945-10-27,ハルピン,満州方面
3147,福岡県久留米市,津福,1939-08-23,中支那,中国
3148,福岡県久留米市,長門石,1945-03-17,硫黄島,硫黄島
3149,福岡県久留米市,長門石,1945-05-02,フィリピン,フィリピン方面
3150,福岡県久留米市,長門石,1944-04-05,ビルマ,ビルマ方面
3151,福岡県久留米市,長門石,1945-02-16,フィリピン,フィリピン方面
3152,福岡県久留米市,長門石,1944-09-14,ビルマ,ビルマ方面
3153,福岡県久留米市,長門石,1943-10-14,ニューギニア,ニューギニア方面
3154,福岡県久留米市,鳥飼,1944-09-14,ビルマ,ビルマ方面
3155,福岡県久留米市,鳥飼,1943-07-20,佐賀療養所,その他国内
3156,福岡県久留米市,鳥飼,1943-05-19,南太平洋,太平洋方面
3157,福岡県久留米市,鳥飼,1945-06-02,ルソン島,フィリピン方面
3158,福岡県久留米市,鳥飼,1945-04-30,朝鮮近海,朝鮮
3159,福岡県久留米市,鳥飼,1943-05-29,ビスマルク諸島,ソロモン・ビスマルク諸島
3161,福岡県久留米市,鳥飼,1943-07-21,台湾,台湾
3163,福岡県久留米市,鳥飼,1944-10-28,ニューギニア,ニューギニア方面
3164,福岡県久留米市,鳥飼,1944-05-08,戦病死,その他
3165,福岡県久留米市,鳥飼,1944-05-27,ビアク島,ニューギニア方面
3166,福岡県久留米市,鳥飼,1947-04-12,ビルマ,ビルマ方面
3167,福岡県久留米市,鳥飼,1944-10-17,南西諸島,沖縄
3169,福岡県久留米市,鳥飼,1945-08-02,フィリピン,フィリピン方面
3170,福岡県久留米市,鳥飼,1944-12-16,嬉野海軍病院,その他国内
3171,福岡県久留米市,鳥飼,1945-01-29,中国,中国
3172,福岡県久留米市,鳥飼,1945-06-14,沖縄,沖縄
3173,福岡県久留米市,鳥飼,1945-04-23,ニューギニア,ニューギニア方面
3174,福岡県久留米市,鳥飼,1945-04-28,南西諸島,沖縄
3176,福岡県久留米市,鳥飼,1944-09-30,マリアナ諸島,マリアナ諸島
3178,福岡県久留米市,鳥飼,1944-10-15,ビルマ,ビルマ方面
3179,福岡県久留米市,鳥飼,1944-11-01,東支那海,東シナ海
3181,福岡県久留米市,鳥飼,1939-05-23,中国,中国
3182,福岡県久留米市,鳥飼,1937-10-16,サンセイショゴシケン,中国
3183,福岡県久留米市,鳥飼,1943-11-25,南太平洋,太平洋方面
3184,福岡県久留米市,鳥飼,1945-08-30,自宅,福岡県内
3185,福岡県久留米市,鳥飼,1945-07-05,ビルマシッタン,ビルマ方面
3186,福岡県久留米市,鳥飼,1947-01-06,朝鮮,朝鮮
3187,福岡県久留米市,鳥飼,1945-03-17,硫黄島,硫黄島
3188,福岡県久留米市,鳥飼,1943-12-04,南方方面,太平洋方面
3191,福岡県久留米市,鳥飼,1944-01-23,ニューギニア,ニューギニア方面
3192,福岡県久留米市,鳥飼,1945-08-15,中国,中国
3194,福岡県久留米市,鳥飼,1943-01-20,ガダルカナル島,ソロモン・ビスマルク諸島
3195,福岡県久留米市,鳥飼,1940-02-02,中国,中国
3196,福岡県久留米市,鳥飼,1944-08-18,ビルマ,ビルマ方面
3197,福岡県久留米市,鳥飼,1944-06-20,ニューギニア,ニューギニア方面
3198,福岡県久留米市,鳥飼,1944-08-08,サイパン,マリアナ諸島
3199,福岡県久留米市,鳥飼,1945-08-21,沖縄,沖縄
3200,福岡県久留米市,鳥飼,1944-09-07,ビルマ,ビルマ方面
3202,福岡県久留米市,鳥飼,1946-09-05,自宅,福岡県内
3203,福岡県久留米市,鳥飼,1944-06-30,ニューギニア,ニューギニア方面
3204,福岡県久留米市,鳥飼,1945-11-08,北ボルネオ,ボルネオ
3205,福岡県久留米市,鳥飼,1944-08-05,ビルマ,ビルマ方面
3206,福岡県久留米市,鳥飼,1944-07-06,ビルマ,ビルマ方面
3207,福岡県久留米市,鳥飼,1944-08-29,ビルマ,ビルマ方面
3209,福岡県久留米市,鳥飼,1942-07-20,ルソン島,フィリピン方面
3210,福岡県久留米市,鳥飼,1945-06-14,沖縄,沖縄
3211,福岡県久留米市,鳥飼,1944-12-06,フィリピン,フィリピン方面
3212,福岡県久留米市,鳥飼,1945-04-29,沖縄,沖縄
3213,福岡県久留米市,鳥飼,1944-05-30,陸軍病院,その他国内
3214,福岡県久留米市,鳥飼,1944-02-06,南方,太平洋方面
3215,福岡県久留米市,鳥飼,1945-05-18,フィリピン,フィリピン方面
3216,福岡県久留米市,鳥飼,1944-05-13,ビルマ,ビルマ方面
3217,福岡県久留米市,鳥飼,1943-12-20,ニューギア,ニューギニア方面
3218,福岡県久留米市,鳥飼,1945-04-23,中国,中国
3219,福岡県久留米市,鳥飼,1946-02-06,ソ連,ソ連
3220,福岡県久留米市,鳥飼,1943-09-15,中国,中国
3221,福岡県久留米市,鳥飼,1945-04-24,フィリピン,フィリピン方面
3222,福岡県久留米市,鳥飼,1944-01-18,ニューギニア,ニューギニア方面
3223,福岡県久留米市,安武,1945-08-24,湖南省,中国
3224,福岡県久留米市,安武,1945-12-30,シヤム,タイ
3225,福岡県久留米市,安武,1945-08-02,在郷死,その他国内
3226,福岡県久留米市,安武,1944-10-11,ソロモン,ソロモン・ビスマルク諸島
3227,福岡県久留米市,安武,1945-04-07,ソロモン,ソロモン・ビスマルク諸島
3228,福岡県久留米市,安武,1945-05-26,フィリピン,フィリピン方面
3229,福岡県久留米市,安武,1945-05-22,鹿児島,その他国内
3230,福岡県久留米市,安武,1945-12-31,ボルネオ,ボルネオ
3231,福岡県久留米市,安武,1944-06-07,ビルマ,ビルマ方面
3232,福岡県久留米市,安武,1945-01-02,硫黄島,硫黄島
3233,福岡県久留米市,安武,1945-06-10,ルソン,フィリピン方面
3234,福岡県久留米市,安武,1944-11-05,フィリピン,フィリピン方面
3235,福岡県久留米市,安武,1944-06-10,ビアク島,ニューギニア方面
3236,福岡県久留米市,安武,1942-07-06,中国,中国
3237,福岡県久留米市,安武,1944-06-02,ビルマ,ビルマ方面
3238,福岡県久留米市,安武,1945-03-20,硫黄島,硫黄島
3239,福岡県久留米市,安武,1945-07-11,ルソン島,フィリピン方面
3240,福岡県久留米市,安武,1944-12-17,マニラ,フィリピン方面
3241,福岡県久留米市,安武,1945-08-14,牡丹江,中国
3242,福岡県久留米市,安武,1945-08-05,ルソン,フィリピン方面
3243,福岡県久留米市,安武,1944-01-27,濠北方面,ニューギニア方面
3244,福岡県久留米市,安武,1945-04-10,ルソン,フィリピン方面
3245,福岡県久留米市,鳥飼,1945-04-23,北支那,中国
3246,福岡県久留米市,鳥飼,1944-03-11,マニラ沖,フィリピン方面
3247,福岡県久留米市,鳥飼,1947-01-31,久留米市,福岡県内
3248,福岡県久留米市,鳥飼,1945-03-14,台湾,台湾
3249,福岡県久留米市,鳥飼,1937-07-28,中国,中国
3250,福岡県久留米市,鳥飼,1944-12-03,満州,満州方面
3251,福岡県久留米市,鳥飼,1945-08-28,満州,満州方面
3252,福岡県久留米市,鳥飼,1944-07-18,サイパン,マリアナ諸島
3253,福岡県久留米市,鳥飼,1947-05-24,ソ連,ソ連
3254,福岡県久留米市,鳥飼,1946-01-03,中国,中国
3255,福岡県久留米市,鳥飼,1946-09-08,朝鮮,朝鮮
3256,福岡県久留米市,鳥飼,1945-04-24,フィリピン,フィリピン方面
3258,福岡県久留米市,鳥飼,1946-02-09,戦病死,その他
3259,福岡県久留米市,鳥飼,1945-03-10,ビルマ,ビルマ方面
3260,福岡県久留米市,鳥飼,1945-08-05,満州,満州方面
3261,福岡県久留米市,鳥飼,1944-12-25,ニューギニア,ニューギニア方面
3262,福岡県久留米市,鳥飼,1946-02-09,ソロモン諸島アロ島沖,ソロモン・ビスマルク諸島
3263,福岡県久留米市,鳥飼,1942-02-09,シンガポール,シンガポール
3264,福岡県久留米市,鳥飼,1944-01-23,ニューギニア,ニューギニア方面
3265,福岡県久留米市,鳥飼,1943-01-21,ガダルカナル島,ソロモン・ビスマルク諸島
3266,福岡県久留米市,鳥飼,1945-03-10,ビルマ,ビルマ方面
3267,福岡県久留米市,鳥飼,1943-05-02,中国,中国
3268,福岡県久留米市,鳥飼,1944-10-18,フィリピン,フィリピン方面
3269,福岡県久留米市,鳥飼,1945-03-19,鹿児島県,その他国内
3270,福岡県久留米市,鳥飼,1939-08-29,ノモンハン,ノモンハン
3272,福岡県久留米市,鳥飼,1944-09-03,ビルマ,ビルマ方面
3273,福岡県久留米市,鳥飼,1945-03-17,硫黄島,硫黄島
3277,福岡県久留米市,鳥飼,1945-06-20,沖縄,沖縄
3278,福岡県久留米市,鳥飼,1946-01-20,ハバロフスク,ソ連
3279,福岡県久留米市,鳥飼,1939-07-26,中国,中国
3280,福岡県久留米市,鳥飼,1944-09-14,中国,中国
3281,福岡県久留米市,鳥飼,1945-07-14,ビルマ,ビルマ方面
3282,福岡県久留米市,鳥飼,1947-08-08,国立病院,その他国内
3283,福岡県久留米市,鳥飼,1944-09-14,ビルマ,ビルマ方面
3284,福岡県久留米市,鳥飼,1945-01-19,宮古島,沖縄
3285,福岡県久留米市,鳥飼,1945-08-11,フィリピン,フィリピン方面
3286,福岡県久留米市,鳥飼,1944-02-16,ビスマーク群島,ソロモン・ビスマルク諸島
3287,福岡県久留米市,鳥飼,1945-06-14,沖縄,沖縄
3288,福岡県久留米市,鳥飼,1944-10-24,フィリピン沖,フィリピン方面
3289,福岡県久留米市,鳥飼,1943-04-04,南洋群島,ミクロネシア
3291,福岡県久留米市,鳥飼,1944-06-05,ビルマ,ビルマ方面
3292,福岡県久留米市,鳥飼,1945-03-17,ビルマ,ビルマ方面
3293,福岡県久留米市,鳥飼,1945-02-28,内地,その他国内
3294,福岡県久留米市,鳥飼,1944-11-11,フィリピン,フィリピン方面
3295,福岡県久留米市,鳥飼,1945-05-28,沖縄,沖縄
3296,福岡県久留米市,鳥飼,1943-10-30,中国,中国
3297,福岡県久留米市,鳥飼,1946-08-09,内地,その他国内
3298,福岡県久留米市,安武,1944-02-21,ビスマーク,ソロモン・ビスマルク諸島
3299,福岡県久留米市,安武,1945-05-15,フィリピン,フィリピン方面
3300,福岡県久留米市,安武,1944-09-14,ビルマ,ビルマ方面
3301,福岡県久留米市,安武,1945-03-17,硫黄島,硫黄島
3302,福岡県久留米市,安武,1943-11-20,ニューギニア,ニューギニア方面
3303,福岡県久留米市,安武,1944-06-10,ニューギニア,ニューギニア方面
3304,福岡県久留米市,安武,1943-11-20,ビルマ,ビルマ方面
3305,福岡県久留米市,安武,1944-09-19,ビルマ,ビルマ方面
3306,福岡県久留米市,安武,1937-09-18,久留米,福岡県内
3307,福岡県久留米市,安武,1944-05-08,ニューギニア,ニューギニア方面
3308,福岡県久留米市,安武,1945-08-18,ボルネオ,ボルネオ
3309,福岡県久留米市,安武,1943-12-04,久留米,福岡県内
3310,福岡県久留米市,安武,1941-12-08,コタバル,マレー半島方面
3311,福岡県久留米市,安武,1944-09-10,ビルマ,ビルマ方面
3312,福岡県久留米市,安武,1945-03-19,ビルマ,ビルマ方面
3313,福岡県久留米市,安武,1944-07-18,マリアナ島,マリアナ諸島
3314,福岡県久留米市,安武,1945-01-15,広西省,中国
3315,福岡県久留米市,安武,1944-06-19,ビルマ,ビルマ方面
3316,福岡県久留米市,安武,1939-09-12,中国,中国
3317,福岡県久留米市,安武,1945-04-02,ジャワ方面,ジャワ
3318,福岡県久留米市,安武,1945-05-29,沖縄,沖縄
3319,福岡県久留米市,安武,1944-08-24,ビルマ,ビルマ方面
3320,福岡県久留米市,安武,1945-12-26,久留米,福岡県内
3321,福岡県久留米市,安武,1945-12-10,シベリア,ソ連
3322,福岡県久留米市,安武,1944-09-14,ビルマ,ビルマ方面
3323,福岡県久留米市,安武,1945-06-27,ルソン,フィリピン方面
3324,福岡県久留米市,安武,1945-01-14,南支那海,南シナ海
3326,福岡県久留米市,安武,1945-10-06,台湾,台湾
3327,福岡県久留米市,安武,1942-07-02,馬来,マレー半島方面
3328,福岡県久留米市,安武,1944-02-06,ニューギニア,ニューギニア方面
3329,福岡県久留米市,安武,1945-04-06,ビルマ,ビルマ方面
3330,福岡県久留米市,安武,1944-05-19,ビルマ,ビルマ方面
3331,福岡県久留米市,安武,1944-08-30,ビルマ,ビルマ方面
3332,福岡県久留米市,安武,1945-07-30,朝鮮,朝鮮
3333,福岡県久留米市,安武,1944-11-15,南太平洋,太平洋方面
3334,福岡県久留米市,安武,1945-05-19,ルソン,フィリピン方面
3335,福岡県久留米市,安武,1942-10-26,南太平洋,太平洋方面
3336,福岡県久留米市,安武,1945-04-24,フィリピン,フィリピン方面
3337,福岡県久留米市,安武,1945-05-16,ルソン,フィリピン方面
3338,福岡県久留米市,安武,1945-08-14,中国,中国
3339,福岡県久留米市,安武,1944-12-13,ビルマ,ビルマ方面
3340,福岡県久留米市,安武,1944-08-02,ブーゲンビル嶋,ソロモン・ビスマルク諸島
3341,福岡県久留米市,安武,1945-03-25,中国,中国
3342,福岡県久留米市,安武,1942-01-24,ボルネオ,ボルネオ
3343,福岡県久留米市,安武,1939-09-02,ノモンハン,ノモンハン
3344,福岡県久留米市,安武,1944-09-14,ビルマ,ビルマ方面
3345,福岡県久留米市,安武,1945-06-14,沖縄,沖縄
3346,福岡県久留米市,安武,1945-06-14,沖縄,沖縄
3347,福岡県久留米市,安武,1944-10-24,中国,中国
3348,福岡県久留米市,安武,1945-04-29,中国,中国
3349,福岡県久留米市,安武,1945-03-27,ビルマ,ビルマ方面
3350,福岡県久留米市,安武,1941-12-13,マレー半島,マレー半島方面
3351,福岡県久留米市,安武,1944-05-30,マンダレー,ビルマ方面
3352,福岡県久留米市,安武,1945-04-08,ビルマ,ビルマ方面
3353,福岡県久留米市,安武,1944-02-16,南洋群島,ミクロネシア
3354,福岡県久留米市,安武,1942-10-18,フィリピン,フィリピン方面
3356,福岡県久留米市,安武,1944-09-14,ビルマ,ビルマ方面
3357,福岡県久留米市,安武,1943-11-24,ブーゲンビル,ソロモン・ビスマルク諸島
3358,福岡県久留米市,安武,1941-12-08,馬来半島,マレー半島方面
3359,福岡県久留米市,安武,1944-08-02,ソロモン,ソロモン・ビスマルク諸島
3361,福岡県久留米市,安武,1945-02-25,フィリピン,フィリピン方面
3362,福岡県久留米市,安武,1944-08-01,ビルマ,ビルマ方面
3363,福岡県久留米市,安武,1944-08-02,ビルマ,ビルマ方面
3364,福岡県久留米市,安武,1943-04-28,フィリピン方面,フィリピン方面
3365,福岡県久留米市,安武,1943-11-25,南太平洋,太平洋方面
3367,福岡県久留米市,安武,1944-09-18,マリアナ島,マリアナ諸島
3368,福岡県久留米市,安武,1946-04-05,中国,中国
3369,福岡県久留米市,安武,1944-11-16,中国,中国
3370,福岡県久留米市,安武,1944-01-01,太平洋方面,太平洋方面
3372,福岡県久留米市,安武,1942-01-04,フィリピン沖,フィリピン方面
3373,福岡県久留米市,安武,1943-12-26,ビルマ,ビルマ方面
3374,福岡県久留米市,安武,1944-09-14,中国,中国
3375,福岡県久留米市,安武,1943-11-10,馬来方面,マレー半島方面
3376,福岡県久留米市,安武,1940-05-31,中国河南省,中国
3377,福岡県久留米市,安武,1944-11-19,広西省,中国
3379,福岡県久留米市,安武,1945-06-09,マレー半島,マレー半島方面
3380,福岡県久留米市,安武,1945-02-12,ビルマ,ビルマ方面
3381,福岡県久留米市,安武,1945-02-05,シベリア,ソ連
3382,福岡県久留米市,安武,1945-02-23,ルソン島,フィリピン方面
3383,福岡県久留米市,安武,1945-03-01,硫黄島,硫黄島
3384,福岡県久留米市,安武,1944-07-02,ビルマ,ビルマ方面
3385,福岡県久留米市,安武,1944-12-15,ビルマ,ビルマ方面
3386,福岡県久留米市,安武,1943-06-29,鹿児島沖,その他国内
3387,福岡県久留米市,安武,1944-08-06,ニューギニア,ニューギニア方面
3388,福岡県久留米市,安武,1947-11-22,ハバロフスク,ソ連
3389,福岡県久留米市,安武,1945-07-15,ビルマ,ビルマ方面
3390,福岡県久留米市,安武,1944-09-05,ビルマ,ビルマ方面
3391,福岡県久留米市,安武,1945-05-05,朝鮮,朝鮮
3392,福岡県久留米市,安武,1945-03-10,ビルマ,ビルマ方面
3393,福岡県久留米市,安武,1945-04-28,ネグロス島,フィリピン方面
3394,福岡県久留米市,安武,1944-11-29,ニューギニア,ニューギニア方面
3395,福岡県久留米市,安武,1944-01-14,久留米陸軍病院,福岡県内
3396,福岡県久留米市,安武,1945-05-15,フィリピン,フィリピン方面
3397,福岡県久留米市,安武,1944-11-15,ビルマ,ビルマ方面
3399,福岡県久留米市,山本,1947-06-14,久留米国立病院,福岡県内
3400,福岡県久留米市,山本,1943-12-31,ニューギニア,ニューギニア方面
3401,福岡県久留米市,山本,1944-09-18,マリアナ,マリアナ諸島
3402,福岡県久留米市,山本,1943-06-18,ビルマ,ビルマ方面
3403,福岡県久留米市,山本,1945-05-09,中国,中国
3404,福岡県久留米市,山本,1944-12-05,ビルマ,ビルマ方面
3405,福岡県久留米市,山本,1945-07-20,ルソン島,フィリピン方面
3406,福岡県久留米市,山本,1944-11-11,廣東,中国
3407,福岡県久留米市,山本,1939-09-11,中支那,中国
3408,福岡県久留米市,山本,1945-12-05,朝鮮,朝鮮
3409,福岡県久留米市,山本,1942-08-25,ソロモン,ソロモン・ビスマルク諸島
3410,福岡県久留米市,山本,1945-07-28,フィリピン,フィリピン方面
3414,福岡県久留米市,山本,1945-12-30,ビルマ,ビルマ方面
3415,福岡県久留米市,山本,1944-03-11,中国,中国
3416,福岡県久留米市,山本,1945-06-30,フィリピン,フィリピン方面
3417,福岡県久留米市,山本,1940-01-02,戦病死,その他
3419,福岡県久留米市,山本,1944-04-09,ビルマ,ビルマ方面
3420,福岡県久留米市,山本,1944-07-22,ビルマ,ビルマ方面
3423,福岡県久留米市,山本,1945-12-21,中国,中国
3424,福岡県久留米市,山本,1944-07-19,ニューギニア,ニューギニア方面
3425,福岡県久留米市,山本,1944-06-20,ビルマ,ビルマ方面
3426,福岡県久留米市,山本,1947-07-02,ビルマ,ビルマ方面
3427,福岡県久留米市,山本,1944-07-18,サイパン,マリアナ諸島
3429,福岡県久留米市,山本,1944-06-10,ニューギニア,ニューギニア方面
3430,福岡県久留米市,山本,1944-09-14,雲南省,中国
3431,福岡県久留米市,山本,1939-07-12,ノモンハン,ノモンハン
3432,福岡県久留米市,山本,1943-10-14,中国,中国
3433,福岡県久留米市,山本,1945-03-29,南支那海,南シナ海
3434,福岡県久留米市,山本,1944-08-02,テニアン,マリアナ諸島
3435,福岡県久留米市,山本,1943-05-02,スラバヤ沖,ジャワ
3436,福岡県久留米市,山本,1945-03-05,ニューギニア,ニューギニア方面
3437,福岡県久留米市,山本,1943-01-23,ニューブリテン島,ソロモン・ビスマルク諸島
3438,福岡県久留米市,山本,1945-06-20,沖縄,沖縄
3440,福岡県久留米市,本,1939-03-02,豊後水道,その他国内
3441,福岡県久留米市,本,1944-06-29,ビルマ,ビルマ方面
3442,福岡県久留米市,本,1945-01-27,フィリピン,フィリピン方面
3443,福岡県久留米市,本,1945-03-20,フィリピン,フィリピン方面
3444,福岡県久留米市,本,1945-02-26,フィリピンマニラ,フィリピン方面
3445,福岡県久留米市,本,1943-03-21,ブーゲンビル,ソロモン・ビスマルク諸島
3446,福岡県久留米市,本,1944-09-14,雲南省,中国
3448,福岡県久留米市,本,1945-05-17,硫黄島,硫黄島
3449,福岡県久留米市,本,1944-06-15,ビルマ,ビルマ方面
3450,福岡県久留米市,本,1945-10-15,ビルマ,ビルマ方面
3451,福岡県久留米市,本,1944-10-25,フィリピン,フィリピン方面
3452,福岡県久留米市,本,1945-03-18,ビルマ,ビルマ方面
3453,福岡県久留米市,本,1945-01-08,台湾沖,台湾
3454,福岡県久留米市,本,1942-08-03,朝鮮,朝鮮
3455,福岡県久留米市,本,1944-09-09,セレベス方面,フィリピン方面
3456,福岡県久留米市,本,1946-08-03,新京,満州方面
3457,福岡県久留米市,本,1942-03-02,中国,中国
3458,福岡県久留米市,本,1945-10-16,南方,太平洋方面
3460,福岡県久留米市,山川,1945-02-25,ビルマ,ビルマ方面
3461,福岡県久留米市,山川,1944-09-14,中国,中国
3462,福岡県久留米市,山川,1944-02-06,マーシャル諸島,マーシャル諸島
3463,福岡県久留米市,山川,1942-08-10,中国,中国
3464,福岡県久留米市,山川,1944-09-04,ビルマ,ビルマ方面
3465,福岡県久留米市,山川,1945-06-22,南西諸島,沖縄
3466,福岡県久留米市,山川,1944-07-18,サイパン島,マリアナ諸島
3467,福岡県久留米市,山川,1944-09-29,支那湖南省,中国
3468,福岡県久留米市,山川,1944-06-18,ビルマ,ビルマ方面
3469,福岡県久留米市,山川,1944-03-06,ガダルカナル島,ソロモン・ビスマルク諸島
3470,福岡県久留米市,山川,1945-01-08,台湾沖,台湾
3471,福岡県久留米市,山川,1944-11-18,フィリピン東方沖,フィリピン方面
3472,福岡県久留米市,山川,1939-08-28,ソ連,ソ連
3473,福岡県久留米市,山川,1943-11-25,南太平洋,太平洋方面
3474,福岡県久留米市,山川,1945-02-03,ニューギニア,ニューギニア方面
3475,福岡県久留米市,山川,1941-09-20,広東省,中国
3476,福岡県久留米市,山川,1945-07-28,和歌山県由良港,その他国内
3477,福岡県久留米市,山川,1945-07-20,ルソン島,フィリピン方面
3478,福岡県久留米市,山川,1944-05-21,ビルマ,ビルマ方面
3479,福岡県久留米市,山川,1939-05-31,陸軍病院,その他国内
3480,福岡県久留米市,山川,1945-02-03,ビルマ,ビルマ方面
3481,福岡県久留米市,山川,1943-10-08,フィリピン沖,フィリピン方面
3482,福岡県久留米市,山川,1944-10-24,東支那海,東シナ海
3483,福岡県久留米市,山川,1939-09-02,中国,中国
3484,福岡県久留米市,山川,1945-06-26,朝鮮,朝鮮
3485,福岡県久留米市,山川,1944-06-16,ビルマ,ビルマ方面
3486,福岡県久留米市,山川,1946-08-10,朝鮮,朝鮮
3487,福岡県久留米市,山川,1944-03-03,ビルマ,ビルマ方面
3488,福岡県久留米市,山川,1945-04-02,ビルマ,ビルマ方面
3489,福岡県久留米市,山川,1945-03-01,フィリピン,フィリピン方面
3490,福岡県久留米市,山川,1945-06-30,フィリピン,フィリピン方面
3492,福岡県久留米市,山川,1945-01-10,沖縄沖,沖縄
3493,福岡県久留米市,山川,1945-08-29,フィリピン,フィリピン方面
3494,福岡県久留米市,山川,1944-11-21,台湾,台湾
3495,福岡県久留米市,山川,1945-03-28,ニューギニア,ニューギニア方面
3496,福岡県久留米市,山川,1943-06-11,ニューギニア,ニューギニア方面
3498,福岡県久留米市,山川,1943-11-25,ニューギニア,ニューギニア方面
3499,福岡県久留米市,川,1944-11-25,フィリピン,フィリピン方面
3500,福岡県久留米市,川,1944-02-21,ビルマ,ビルマ方面
3501,福岡県久留米市,川,1944-06-05,雲南省,中国
3502,福岡県久留米市,川,1945-07-22,ビルマ,ビルマ方面
3503,福岡県久留米市,川,1944-09-08,サイパン島,マリアナ諸島
3504,福岡県久留米市,川,1945-03-10,ビルマ,ビルマ方面
3505,福岡県久留米市,川,1945-10-08,シヤム,タイ
3507,福岡県久留米市,川,1944-07-06,雲南省,中国
3508,福岡県久留米市,川,1941-11-22,大阪陸軍病院,その他国内
3509,福岡県久留米市,川,1942-05-04,ビルマ,ビルマ方面
3511,福岡県久留米市,川,1946-09-30,朝鮮,朝鮮
3512,福岡県久留米市,川,1945-06-06,ルソン島,フィリピン方面
3513,福岡県久留米市,本,1945-02-26,フィリピン,フィリピン方面
3514,福岡県久留米市,本,1944-07-25,ビルマ,ビルマ方面
3515,福岡県久留米市,本,1947-04-17,ソ連,ソ連
3516,福岡県久留米市,本,1945-07-31,フィリピン,フィリピン方面
3517,福岡県久留米市,本,1944-09-14,中國,中国
3518,福岡県久留米市,本,1942-12-03,南太平洋,太平洋方面
3519,福岡県久留米市,本,1945-03-01,南支那,中国
3521,福岡県久留米市,本,1945-01-09,台湾高雄沖,台湾
3522,福岡県久留米市,本,1944-05-31,フィリピン,フィリピン方面
3523,福岡県久留米市,本,1945-04-28,沖縄,沖縄
3524,福岡県久留米市,本,1945-03-17,硫黄島,硫黄島
3525,福岡県久留米市,本,1944-12-19,台湾,台湾
3527,福岡県久留米市,本,1942-06-25,ビルマ,ビルマ方面
3528,福岡県久留米市,本,1944-12-30,朝鮮,朝鮮
3529,福岡県久留米市,本,1943-08-13,久留米陸軍病院,福岡県内
3530,福岡県久留米市,本,1944-04-24,ビルマ,ビルマ方面
3531,福岡県久留米市,本,1945-05-28,ビルマ,ビルマ方面
3532,福岡県久留米市,本,1945-08-23,ルソン島,フィリピン方面
3533,福岡県久留米市,本,1944-06-09,ソロモン諸島,ソロモン・ビスマルク諸島
3534,福岡県久留米市,本,1944-03-20,ビルマ,ビルマ方面
3535,福岡県久留米市,本,1945-06-20,沖縄,沖縄
3536,福岡県久留米市,山川,1944-09-07,ビルマ,ビルマ方面
3537,福岡県久留米市,山川,1944-09-14,ビルマ,ビルマ方面
3538,福岡県久留米市,山川,1945-04-20,ニューブリテン島,ソロモン・ビスマルク諸島
3539,福岡県久留米市,山川,1943-10-07,ニューギニア,ニューギニア方面
3541,福岡県久留米市,山川,1944-08-19,バシイ海峡,バシー海峡
3542,福岡県久留米市,山川,1945-04-24,フィリピン,フィリピン方面
3543,福岡県久留米市,山川,1942-03-28,山西省,中国
