ID,目次,校区名,date,戦没地,名寄せ
1,福岡県大牟田市,大牟田,1945-05-01,フィリピンルソン島,フィリピン方面
2,福岡県大牟田市,大牟田,1942-04-25,ビルマ,ビルマ方面
3,福岡県大牟田市,大牟田,1945-06-09,陸軍病院,その他国内
4,福岡県大牟田市,大牟田,1945-02-23,フィリピン,フィリピン方面
5,福岡県大牟田市,大牟田,1944-03-02,ビルマ,ビルマ方面
6,福岡県大牟田市,大牟田,1944-11-21,レイテ島,フィリピン方面
7,福岡県大牟田市,大牟田,1944-09-14,ビルマ,ビルマ方面
8,福岡県大牟田市,大牟田,1944-10-18,フィリピン,フィリピン方面
9,福岡県大牟田市,大牟田,1945-06-03,フィリピンレイテ島,フィリピン方面
10,福岡県大牟田市,大牟田,1944-05-27,ビルマ,ビルマ方面
11,福岡県大牟田市,大牟田,1944-09-21,ルソン島,フィリピン方面
12,福岡県大牟田市,大牟田,1944-10-21,フィリピン,フィリピン方面
14,福岡県大牟田市,大牟田,1945-08-15,ルソン島,フィリピン方面
15,福岡県大牟田市,大牟田,1944-06-16,ビルマ,ビルマ方面
16,福岡県大牟田市,大牟田,1945-06-15,沖縄,沖縄
17,福岡県大牟田市,大牟田,1944-03-08,ビルマ,ビルマ方面
18,福岡県大牟田市,大牟田,1945-04-09,ビルマ,ビルマ方面
19,福岡県大牟田市,大牟田,1945-11-06,内地,その他国内
20,福岡県大牟田市,大牟田,1944-09-10,ビルマ,ビルマ方面
21,福岡県大牟田市,大牟田,1945-06-30,レイテ島,フィリピン方面
22,福岡県大牟田市,大牟田,1943-05-04,中国,中国
24,福岡県大牟田市,大牟田,1944-07-10,ニューギニア,ニューギニア方面
25,福岡県大牟田市,大牟田,1945-10-01,ニューギニア,ニューギニア方面
26,福岡県大牟田市,大牟田,1945-08-30,中国中支,中国
27,福岡県大牟田市,大牟田,1944-05-15,ビルマ,ビルマ方面
29,福岡県大牟田市,大牟田,1944-08-18,中国,中国
30,福岡県大牟田市,大牟田,1944-09-14,中国,中国
31,福岡県大牟田市,大牟田,1945-03-13,南支那海,南シナ海
32,福岡県大牟田市,大牟田,1945-05-01,ビルマ,ビルマ方面
33,福岡県大牟田市,大牟田,1944-05-18,ビルマ,ビルマ方面
34,福岡県大牟田市,大牟田,1944-12-02,中国中支,中国
35,福岡県大牟田市,大牟田,1945-03-13,フィリピンルソン島,フィリピン方面
36,福岡県大牟田市,大牟田,1945-12-24,スウーバトル,ソ連
38,福岡県大牟田市,大牟田,1944-03-20,ビルマ,ビルマ方面
39,福岡県大牟田市,大牟田,1945-09-19,済洲島,朝鮮
40,福岡県大牟田市,大牟田,1945-08-03,ビルマ,ビルマ方面
41,福岡県大牟田市,大牟田,1944-03-23,メイクテーラー,ビルマ方面
42,福岡県大牟田市,大牟田A,1944-11-10,フィリピン,フィリピン方面
44,福岡県大牟田市,大牟田A,1944-10-18,フィリピン,フィリピン方面
45,福岡県大牟田市,大牟田A,1946-05-31,ソ連,ソ連
46,福岡県大牟田市,大牟田A,1945-03-20,ビルマ,ビルマ方面
47,福岡県大牟田市,大牟田A,1939-11-08,久留米陸軍病院,福岡県内
48,福岡県大牟田市,大牟田A,1944-09-14,ビルマ,ビルマ方面
49,福岡県大牟田市,大牟田A,1944-03-31,内南洋,ミクロネシア
50,福岡県大牟田市,大牟田A,1941-12-28,マレー半島,マレー半島方面
51,福岡県大牟田市,大牟田A,1944-08-10,グアム島,マリアナ諸島
52,福岡県大牟田市,大牟田A,1944-11-11,横須賀海軍病院,その他国内
53,福岡県大牟田市,大牟田A,1944-04-26,インド,インド方面
54,福岡県大牟田市,大牟田A,1944-02-08,鹿児島県沖,その他国内
55,福岡県大牟田市,大牟田A,1944-07-27,ビルマ,ビルマ方面
56,福岡県大牟田市,大牟田A,1943-09-18,ビルマ,ビルマ方面
57,福岡県大牟田市,大牟田A,1944-05-05,ビルマ,ビルマ方面
58,福岡県大牟田市,大牟田A,1943-01-05,ガダルカナル島,ソロモン・ビスマルク諸島
59,福岡県大牟田市,大牟田A,1945-01-25,ビルマ,ビルマ方面
60,福岡県大牟田市,大牟田A,1943-11-07,南支那海,南シナ海
61,福岡県大牟田市,大牟田A,1944-09-06,中国,中国
62,福岡県大牟田市,大牟田A,1944-04-24,フィリピン,フィリピン方面
63,福岡県大牟田市,大牟田A,1944-11-15,長崎県五島沖,その他国内
64,福岡県大牟田市,大牟田A,1944-05-31,インド,インド方面
65,福岡県大牟田市,大牟田A,1944-01-27,ニューギニア,ニューギニア方面
66,福岡県大牟田市,大牟田A,1942-07-17,ビルマ,ビルマ方面
67,福岡県大牟田市,大牟田A,1944-10-25,ビルマ,ビルマ方面
68,福岡県大牟田市,大牟田A,1943-12-26,ブーゲンビル島沖,ソロモン・ビスマルク諸島
69,福岡県大牟田市,大牟田A,1945-01-25,鹿児島沖,その他国内
70,福岡県大牟田市,大牟田A,1944-08-09,ビルマ,ビルマ方面
71,福岡県大牟田市,大牟田A,1944-12-01,レイテ島,フィリピン方面
73,福岡県大牟田市,大牟田A,1945-08-11,長崎県,その他国内
74,福岡県大牟田市,大牟田A,1945-07-25,フィリピン,フィリピン方面
75,福岡県大牟田市,大牟田A,1945-09-04,シャム国,タイ
76,福岡県大牟田市,大牟田A,1945-04-24,フィリピン,フィリピン方面
77,福岡県大牟田市,大牟田A,1945-08-15,ルソン島,フィリピン方面
78,福岡県大牟田市,大牟田A,1944-10-03,中国中支,中国
79,福岡県大牟田市,大牟田A,1939-08-23,中国,中国
80,福岡県大牟田市,大牟田A,1945-10-23,ビルマ,ビルマ方面
81,福岡県大牟田市,荒尾市,1945-08-26,中国,中国
82,福岡県大牟田市,高取校区,1945-09-11,中国中志,中国
83,福岡県大牟田市,大牟田,1945-08-15,中国,中国
84,福岡県大牟田市,大牟田,1945-06-24,台湾沖,台湾
85,福岡県大牟田市,大牟田,1944-01-18,ニューギニア,ニューギニア方面
87,福岡県大牟田市,大牟田,1943-02-10,ビルマ,ビルマ方面
88,福岡県大牟田市,大牟田,1945-03-28,都城陸軍病院,その他国内
89,福岡県大牟田市,大牟田,1945-07-05,フィリピン,フィリピン方面
90,福岡県大牟田市,大牟田,1944-11-04,ビルマ,ビルマ方面
91,福岡県大牟田市,大牟田,1946-01-05,中国,中国
92,福岡県大牟田市,大牟田,1945-01-27,中国,中国
93,福岡県大牟田市,大牟田,1945-06-14,"沖
縄",沖縄
94,福岡県大牟田市,大牟田,1945-02-25,ブーゲンビル,ソロモン・ビスマルク諸島
95,福岡県大牟田市,大牟田,1942-09-30,ガダルカナル島,ソロモン・ビスマルク諸島
96,福岡県大牟田市,大牟田,1945-05-09,シンガポール,シンガポール
97,福岡県大牟田市,大牟田,1945-07-28,南太平洋,太平洋方面
98,福岡県大牟田市,大牟田,1944-10-23,台湾沖,台湾
99,福岡県大牟田市,大牟田,1944-08-19,フィリピン,フィリピン方面
100,福岡県大牟田市,大牟田,1945-02-16,フィリピン,フィリピン方面
101,福岡県大牟田市,大牟田,1944-11-25,中国,中国
102,福岡県大牟田市,大牟田,1944-09-14,中国,中国
103,福岡県大牟田市,大牟田,1942-01-10,台湾,台湾
104,福岡県大牟田市,大牟田,1945-09-22,南洋群島パラオ,パラオ諸島
105,福岡県大牟田市,大牟田,1944-09-23,ビルマ,ビルマ方面
106,福岡県大牟田市,大牟田,1945-01-13,大坂陸軍病院,その他国内
107,福岡県大牟田市,大牟田,1946-01-16,中国,中国
108,福岡県大牟田市,大牟田,1945-08-23,大牟田市,福岡県内
109,福岡県大牟田市,大牟田,1945-03-05,フィリピンルソン島,フィリピン方面
110,福岡県大牟田市,大牟田,1943-09-27,中國,中国
111,福岡県大牟田市,大牟田,1945-08-16,中国,中国
112,福岡県大牟田市,大牟田,1944-06-03,ビルマ,ビルマ方面
113,福岡県大牟田市,大牟田,1942-02-12,シンガポール,シンガポール
114,福岡県大牟田市,大牟田,1945-07-31,ビルマ,ビルマ方面
115,福岡県大牟田市,大牟田,1943-03-28,大牟田市,福岡県内
116,福岡県大牟田市,大牟田,1944-03-03,ビルマ,ビルマ方面
117,福岡県大牟田市,大牟田,1944-12-19,台湾沖,台湾
118,福岡県大牟田市,大牟田,1941-12-09,マレー半島,マレー半島方面
119,福岡県大牟田市,大牟田,1945-05-27,フィリピンルソン島,フィリピン方面
120,福岡県大牟田市,大牟田,1944-10-26,南方,太平洋方面
121,福岡県大牟田市,大牟田,1945-11-21,中国,中国
122,福岡県大牟田市,大牟田,1945-06-10,フィリピンルソン島,フィリピン方面
123,福岡県大牟田市,大牟田,1945-04-24,フィリピン,フィリピン方面
125,福岡県大牟田市,大牟田,1944-08-08,ビルマ,ビルマ方面
126,福岡県大牟田市,大牟田,1944-08-31,中国,中国
127,福岡県大牟田市,大牟田,1945-06-24,フィリピン,フィリピン方面
128,福岡県大牟田市,大牟田,1943-12-29,パラオ島,パラオ諸島
129,福岡県大牟田市,大牟田,1944-10-06,南支那海,南シナ海
130,福岡県大牟田市,大牟田,1945-12-20,中国,中国
131,福岡県大牟田市,大牟田,1945-06-08,沖縄小録村,沖縄
132,福岡県大牟田市,大牟田,1945-06-25,比島ルソン島,フィリピン方面
133,福岡県大牟田市,大牟田,1945-06-14,フィリピン,フィリピン方面
135,福岡県大牟田市,大牟田,1944-03-02,北太平洋,太平洋方面
136,福岡県大牟田市,大牟田,1944-07-07,ビルマ,ビルマ方面
137,福岡県大牟田市,大牟田,1945-06-30,フィリピンレイテ島,フィリピン方面
138,福岡県大牟田市,大牟田,1944-11-17,東シナ海,東シナ海
139,福岡県大牟田市,大牟田,1945-07-19,フィリピンルソン島,フィリピン方面
140,福岡県大牟田市,大牟田,1944-09-30,フィリピン,フィリピン方面
141,福岡県大牟田市,大牟田,1945-06-13,フィリピン,フィリピン方面
142,福岡県大牟田市,大牟田,1944-12-05,中国中支,中国
144,福岡県大牟田市,大牟田,1945-07-02,フィリピンルソン島,フィリピン方面
145,福岡県大牟田市,大牟田,1942-10-09,ガダルカナル,ソロモン・ビスマルク諸島
146,福岡県大牟田市,大牟田,1945-04-04,フィリピンルソン島,フィリピン方面
147,福岡県大牟田市,大牟田,1944-09-12,ビルマ,ビルマ方面
149,福岡県大牟田市,大牟田,1945-02-26,フィリピンルソン島,フィリピン方面
150,福岡県大牟田市,大牟田,1945-04-04,中支北支,中国
151,福岡県大牟田市,大牟田,1944-05-17,粕屋郡古賀療養所,福岡県内
152,福岡県大牟田市,大牟田,1945-03-20,ビルマ,ビルマ方面
154,福岡県大牟田市,大牟田,1943-01-20,ガダルカナル島,ソロモン・ビスマルク諸島
155,福岡県大牟田市,大牟田,1944-10-10,中国中支,中国
156,福岡県大牟田市,大牟田,1944-12-19,ビルマ,ビルマ方面
157,福岡県大牟田市,大牟田,1944-11-18,ビルマ,ビルマ方面
158,福岡県大牟田市,大牟田,1944-08-03,ビルマ,ビルマ方面
159,福岡県大牟田市,大牟田,1945-05-18,ビルマ,ビルマ方面
160,福岡県大牟田市,大牟田A,1945-03-17,硫黄島,硫黄島
161,福岡県大牟田市,大牟田A,1944-07-18,マリヤナ諸島,マリアナ諸島
162,福岡県大牟田市,大牟田A,1944-10-06,東支那海,東シナ海
163,福岡県大牟田市,大牟田,1944-12-13,ビルマ,ビルマ方面
164,福岡県大牟田市,大牟田,1945-04-20,フィリピン,フィリピン方面
165,福岡県大牟田市,大牟田,1944-12-07,ビルマ,ビルマ方面
166,福岡県大牟田市,大牟田,1945-03-17,ビルマ,ビルマ方面
167,福岡県大牟田市,大牟田,1944-07-31,バシイ海域,バシー海峡
168,福岡県大牟田市,大牟田,1944-11-25,ニューギニア,ニューギニア方面
169,福岡県大牟田市,大牟田,1944-07-14,ビルマ,ビルマ方面
170,福岡県大牟田市,大牟田,1945-06-18,沖縄,沖縄
171,福岡県大牟田市,大牟田,1944-04-06,大牟田市,福岡県内
172,福岡県大牟田市,大牟田,1945-04-10,フィリピンルソン島,フィリピン方面
173,福岡県大牟田市,大牟田,1943-08-18,ソロモン群島,ソロモン・ビスマルク諸島
174,福岡県大牟田市,大牟田,1945-04-09,ビルマ,ビルマ方面
175,福岡県大牟田市,大牟田,1945-02-19,南方海上,太平洋方面
176,福岡県大牟田市,大牟田,1944-06-29,中国満州,満州方面
177,福岡県大牟田市,大牟田,1945-02-13,ニューギニヤ,ニューギニア方面
179,福岡県大牟田市,大牟田,1944-10-08,フィリピン,フィリピン方面
180,福岡県大牟田市,大牟田,1944-05-04,台湾沖,台湾
181,福岡県大牟田市,大牟田,1945-07-30,フィリピンルソン島,フィリピン方面
182,福岡県大牟田市,大牟田,1945-03-17,ビルマ,ビルマ方面
184,福岡県大牟田市,大牟田,1945-06-15,フィリピンルソン島,フィリピン方面
185,福岡県大牟田市,大牟田,1944-04-04,ビルマ,ビルマ方面
186,福岡県大牟田市,大牟田,1944-09-13,ビルマ,ビルマ方面
187,福岡県大牟田市,大牟田,1945-03-18,宮崎,その他国内
188,福岡県大牟田市,大牟田,1945-03-17,硫黄島,硫黄島
189,福岡県大牟田市,大牟田,1945-06-03,フィリピンルソン島,フィリピン方面
190,福岡県大牟田市,大牟田,1945-06-15,佐世保,その他国内
192,福岡県大牟田市,大牟田,1943-04-13,ビルマ,ビルマ方面
194,福岡県大牟田市,大牟田,1945-08-23,フィリピン,フィリピン方面
195,福岡県大牟田市,大牟田,1944-11-15,後島沖,その他国内
196,福岡県大牟田市,大牟田,1945-08-10,フィリピン,フィリピン方面
197,福岡県大牟田市,大牟田,1945-05-16,マレー,マレー半島方面
198,福岡県大牟田市,大牟田,1945-07-30,フィリピン,フィリピン方面
199,福岡県大牟田市,大牟田,1945-05-07,フィリピン,フィリピン方面
200,福岡県大牟田市,大牟田,1944-08-04,ニューギニア,ニューギニア方面
201,福岡県大牟田市,大牟田,1945-08-15,ビルマ,ビルマ方面
202,福岡県大牟田市,大牟田,1945-06-25,別府陸軍病院,その他国内
203,福岡県大牟田市,大牟田,1944-11-19,印度洋,インド方面
204,福岡県大牟田市,大牟田,1945-01-06,フィリピン沖,フィリピン方面
205,福岡県大牟田市,大牟田,1944-05-09,ビルマ,ビルマ方面
206,福岡県大牟田市,大牟田,1945-01-12,南支那海,南シナ海
207,福岡県大牟田市,大牟田,1944-01-12,中国,中国
208,福岡県大牟田市,大牟田,1945-04-16,ニューギニア,ニューギニア方面
209,福岡県大牟田市,大牟田,1944-06-13,朝鮮沖,朝鮮
210,福岡県大牟田市,大牟田,1943-10-18,ニューギニア,ニューギニア方面
211,福岡県大牟田市,大牟田,1945-07-03,フィリピンルソン島,フィリピン方面
212,福岡県大牟田市,大牟田,1945-10-17,ビルマ,ビルマ方面
213,福岡県大牟田市,大牟田,1945-06-04,沖縄,沖縄
214,福岡県大牟田市,大牟田,1944-06-24,ビルマ,ビルマ方面
215,福岡県大牟田市,大牟田,1945-06-12,フィリピンルソン島,フィリピン方面
216,福岡県大牟田市,大牟田,1945-03-23,奄美大島,その他国内
217,福岡県大牟田市,大牟田,1944-03-06,ビルマ,ビルマ方面
219,福岡県大牟田市,大牟田,1944-12-03,南支那海,南シナ海
220,福岡県大牟田市,大牟田,1944-07-09,サイパン島,マリアナ諸島
221,福岡県大牟田市,大牟田,1943-10-17,台湾,台湾
222,福岡県大牟田市,大牟田,1944-11-11,ビルマ,ビルマ方面
223,福岡県大牟田市,大牟田,1944-05-14,小倉陸軍病院,福岡県内
224,福岡県大牟田市,大牟田,1945-07-22,ビルマ,ビルマ方面
225,福岡県大牟田市,大牟田,1945-06-22,沖縄,沖縄
226,福岡県大牟田市,大牟田,1944-06-03,東部ニューギニア,ニューギニア方面
227,福岡県大牟田市,大牟田,1944-12-22,佛印,インドシナ方面
228,福岡県大牟田市,大牟田,1943-08-18,フィリピン,フィリピン方面
229,福岡県大牟田市,大牟田,1945-06-09,ビルマ,ビルマ方面
230,福岡県大牟田市,大牟田B,1944-06-17,フィリピンルソン島,フィリピン方面
231,福岡県大牟田市,大牟田B,1945-03-22,ビルマ,ビルマ方面
232,福岡県大牟田市,大牟田B,1941-09-28,中国,中国
234,福岡県大牟田市,大牟田B,1945-04-01,昭南島,シンガポール
235,福岡県大牟田市,大牟田B,1944-09-17,台湾沖,台湾
236,福岡県大牟田市,大牟田B,1945-06-27,フィリピンルソン島,フィリピン方面
237,福岡県大牟田市,大牟田B,1944-06-25,中国,中国
238,福岡県大牟田市,大牟田B,1944-10-09,ニューギニア,ニューギニア方面
239,福岡県大牟田市,大牟田B,1944-07-18,サイパン島,マリアナ諸島
240,福岡県大牟田市,大牟田B,1945-06-30,レイテ島,フィリピン方面
241,福岡県大牟田市,大牟田,1945-02-26,フィリピン,フィリピン方面
242,福岡県大牟田市,大牟田,1944-09-29,ビルマ,ビルマ方面
243,福岡県大牟田市,大牟田,1946-02-18,ボルネオ,ボルネオ
244,福岡県大牟田市,大牟田,1944-02-25,ニューギニア,ニューギニア方面
245,福岡県大牟田市,大牟田,1944-12-30,硫黄島,硫黄島
246,福岡県大牟田市,大牟田,1943-11-17,ソロモン群島,ソロモン・ビスマルク諸島
248,福岡県大牟田市,大牟田,1937-12-05,中国中支,中国
249,福岡県大牟田市,大牟田,1945-08-31,台湾,台湾
250,福岡県大牟田市,大牟田,1941-09-16,満州,満州方面
251,福岡県大牟田市,大牟田,1944-11-23,中国満州,満州方面
252,福岡県大牟田市,大牟田,1944-07-26,ビルマ,ビルマ方面
253,福岡県大牟田市,大牟田,1944-06-02,ニューギニア,ニューギニア方面
254,福岡県大牟田市,大牟田,1944-07-18,南方,太平洋方面
255,福岡県大牟田市,大牟田,1945-08-13,満州,満州方面
256,福岡県大牟田市,大牟田,1944-08-17,ニューギニア,ニューギニア方面
257,福岡県大牟田市,大牟田,1947-01-31,中国満州,満州方面
258,福岡県大牟田市,大牟田,1940-04-08,中国,中国
259,福岡県大牟田市,大牟田,1944-09-05,ビルマ,ビルマ方面
260,福岡県大牟田市,大牟田,1945-05-05,フィリピン,フィリピン方面
261,福岡県大牟田市,大牟田,1945-08-18,フィリピン沖,フィリピン方面
262,福岡県大牟田市,大牟田,1944-09-14,ビルマ,ビルマ方面
264,福岡県大牟田市,大牟田,1944-11-28,緬旬,ビルマ方面
265,福岡県大牟田市,大牟田,1944-09-14,中国,中国
266,福岡県大牟田市,大牟田,1937-12-10,中国,中国
268,福岡県大牟田市,大牟田,1945-03-07,フィリピン,フィリピン方面
270,福岡県大牟田市,大牟田,1945-06-30,フィリピンレイテ島,フィリピン方面
271,福岡県大牟田市,大牟田,1943-04-08,ブーゲンビル島,ソロモン・ビスマルク諸島
272,福岡県大牟田市,大牟田,1945-07-14,ルソン島,フィリピン方面
273,福岡県大牟田市,大牟田,1944-09-17,ビルマ,ビルマ方面
274,福岡県大牟田市,大牟田,1944-10-18,ニューギニア,ニューギニア方面
275,福岡県大牟田市,大牟田,1944-01-26,ガダルカナル島,ソロモン・ビスマルク諸島
276,福岡県大牟田市,大牟田,1945-07-30,グアム島,マリアナ諸島
277,福岡県大牟田市,大牟田,1945-07-30,フィリピン,フィリピン方面
278,福岡県大牟田市,大牟田,1945-08-30,ルソン島,フィリピン方面
279,福岡県大牟田市,大牟田,1939-06-27,中国,中国
280,福岡県大牟田市,大牟田,1944-03-10,タイ,タイ
281,福岡県大牟田市,大牟田,1944-11-25,フィリピン沖,フィリピン方面
282,福岡県大牟田市,大牟田,1945-08-15,フィリピン,フィリピン方面
284,福岡県大牟田市,大牟田,1944-11-21,大村海軍病院,その他国内
285,福岡県大牟田市,大牟田,1945-02-27,中国北支,中国
287,福岡県大牟田市,大牟田,1946-02-27,中国満州,満州方面
288,福岡県大牟田市,大牟田,1945-03-26,フィリピン,フィリピン方面
289,福岡県大牟田市,大牟田,1945-08-01,ビルマ,ビルマ方面
293,福岡県大牟田市,大牟田,1944-08-14,ビルマ,ビルマ方面
294,福岡県大牟田市,大牟田,1945-05-16,沖縄,沖縄
295,福岡県大牟田市,大牟田,1944-08-15,ビルマ,ビルマ方面
296,福岡県大牟田市,大牟田,1944-08-18,中国,中国
298,福岡県大牟田市,大牟田,1944-08-03,ビルマ,ビルマ方面
299,福岡県大牟田市,大牟田,1944-09-01,フィリピン,フィリピン方面
300,福岡県大牟田市,大牟田,1945-03-17,硫黄島,硫黄島
301,福岡県大牟田市,大牟田,1944-02-06,クエレリン諸島,マーシャル諸島
302,福岡県大牟田市,大牟田,1944-08-02,ビルマ,ビルマ方面
303,福岡県大牟田市,大牟田,1944-05-13,ビルマ,ビルマ方面
304,福岡県大牟田市,大牟田,1939-07-14,中国,中国
305,福岡県大牟田市,大牟田,1941-12-10,フィリピン沖,フィリピン方面
306,福岡県大牟田市,大牟田,1944-05-10,ビルマ,ビルマ方面
307,福岡県大牟田市,大牟田,1945-04-28,フィリピン,フィリピン方面
308,福岡県大牟田市,大牟田,1945-06-20,沖縄,沖縄
309,福岡県大牟田市,大牟田,1944-01-01,フィリピン,フィリピン方面
310,福岡県大牟田市,大牟田,1945-08-24,フィリピンルソン島,フィリピン方面
311,福岡県大牟田市,大牟田,1944-08-14,ビルマ,ビルマ方面
312,福岡県大牟田市,大牟田,1944-05-24,ビルマ,ビルマ方面
314,福岡県大牟田市,大牟田C,1945-07-16,台湾,台湾
315,福岡県大牟田市,大牟田C,1945-05-14,東部ニューギニア,ニューギニア方面
317,福岡県大牟田市,大牟田C,1945-02-13,ビルマ,ビルマ方面
318,福岡県大牟田市,大牟田C,1941-10-02,中国北支,中国
319,福岡県大牟田市,大牟田C,1945-07-01,フィリピンレイテ島,フィリピン方面
320,福岡県大牟田市,大牟田C,1943-07-18,南方,太平洋方面
322,福岡県大牟田市,笹原,1945-11-01,中国,中国
323,福岡県大牟田市,笹原,1946-01-16,朝鮮,朝鮮
324,福岡県大牟田市,笹原,1944-06-10,ビルマ,ビルマ方面
325,福岡県大牟田市,笹原,1945-01-28,東シナ海,東シナ海
326,福岡県大牟田市,笹原,1945-05-10,ルソン島,フィリピン方面
327,福岡県大牟田市,笹原,1945-06-20,沖縄,沖縄
328,福岡県大牟田市,笹原,1944-05-18,ビルマ,ビルマ方面
329,福岡県大牟田市,笹原,1945-07-20,フィリピンルソン島,フィリピン方面
330,福岡県大牟田市,笹原,1943-06-30,ニューギニア,ニューギニア方面
331,福岡県大牟田市,笹原,1945-06-20,ビルマ,ビルマ方面
332,福岡県大牟田市,笹原,1944-09-20,ビルマ,ビルマ方面
333,福岡県大牟田市,笹原,1944-09-14,朝鮮,朝鮮
334,福岡県大牟田市,笹原,1945-05-15,朝鮮,朝鮮
335,福岡県大牟田市,笹原,1944-03-28,ビルマ,ビルマ方面
336,福岡県大牟田市,笹原,1945-02-20,ニューギニア,ニューギニア方面
337,福岡県大牟田市,笹原,1945-08-22,ニューギニア,ニューギニア方面
338,福岡県大牟田市,笹原,1944-08-01,ジャワ島,ジャワ
339,福岡県大牟田市,笹原,1944-03-19,硫黄島,硫黄島
341,福岡県大牟田市,笹原,1945-05-18,フィリピンルソン島,フィリピン方面
342,福岡県大牟田市,笹原,1944-06-19,ビルマ,ビルマ方面
343,福岡県大牟田市,笹原,1945-09-03,フィリピンルソン島,フィリピン方面
345,福岡県大牟田市,笹原,1944-07-31,バシー海峡,バシー海峡
347,福岡県大牟田市,笹原,1945-01-08,台湾沖,台湾
348,福岡県大牟田市,笹原,1945-06-30,レイテ島,フィリピン方面
349,福岡県大牟田市,笹原,1942-04-21,ビルマ,ビルマ方面
350,福岡県大牟田市,笹原,1944-05-10,ニューギニア,ニューギニア方面
351,福岡県大牟田市,笹原,1944-07-05,ビルマ,ビルマ方面
352,福岡県大牟田市,笹原,1945-03-10,インドシナ,インドシナ方面
353,福岡県大牟田市,笹原,1945-07-05,ビルマ,ビルマ方面
354,福岡県大牟田市,大牟田,1944-05-02,ビルマ,ビルマ方面
355,福岡県大牟田市,大牟田,1945-04-24,フィリピン,フィリピン方面
356,福岡県大牟田市,大牟田,1944-12-25,硫黄島,硫黄島
357,福岡県大牟田市,大牟田,1943-12-20,ニューギニア,ニューギニア方面
358,福岡県大牟田市,大牟田,1945-08-13,フィリピン,フィリピン方面
359,福岡県大牟田市,大牟田D,1945-05-10,ネグロス島,フィリピン方面
360,福岡県大牟田市,大牟田D,1945-03-22,ニューギニア,ニューギニア方面
362,福岡県大牟田市,大牟田D,1944-05-13,ビルマ,ビルマ方面
363,福岡県大牟田市,大牟田D,1942-08-12,中国満州,満州方面
364,福岡県大牟田市,大牟田D,1939-08-07,ノモハン,ノモンハン
365,福岡県大牟田市,大牟田D,1944-12-23,ビルマ,ビルマ方面
366,福岡県大牟田市,大牟田D,1944-11-13,フィリピン,フィリピン方面
367,福岡県大牟田市,大牟田D,1945-08-14,中国満州,満州方面
368,福岡県大牟田市,大牟田D,1945-08-30,フィリピンルソン島,フィリピン方面
369,福岡県大牟田市,大牟田D,1944-07-18,マリアナ諸島,マリアナ諸島
370,福岡県大牟田市,大牟田D,1939-04-28,中国,中国
371,福岡県大牟田市,大牟田D,1944-03-01,ソロモン海域,ソロモン・ビスマルク諸島
372,福岡県大牟田市,大牟田D,1942-12-14,ガダルカナル島,ソロモン・ビスマルク諸島
373,福岡県大牟田市,大牟田D,1943-11-23,台湾列島海域,台湾
374,福岡県大牟田市,大牟田D,1945-06-30,フィリピンレイテ島,フィリピン方面
375,福岡県大牟田市,大牟田D,1944-08-05,中国,中国
377,福岡県大牟田市,大牟田D,1943-10-06,ニューギニア,ニューギニア方面
378,福岡県大牟田市,大牟田D,1944-02-08,鹿児島沖,その他国内
379,福岡県大牟田市,大牟田D,1945-01-09,台湾,台湾
380,福岡県大牟田市,大牟田D,1945-04-18,ビルマ,ビルマ方面
381,福岡県大牟田市,大牟田D,1944-07-05,ビルマ,ビルマ方面
383,福岡県大牟田市,大牟田D,1945-01-28,東シナ海,東シナ海
384,福岡県大牟田市,大牟田D,1944-06-08,ニュウブルテン島,ソロモン・ビスマルク諸島
385,福岡県大牟田市,大牟田D,1944-12-30,フィリピン沖,フィリピン方面
386,福岡県大牟田市,大牟田D,1944-05-15,ニューギニア,ニューギニア方面
387,福岡県大牟田市,大牟田D,1944-06-08,ニューブリテン島,ソロモン・ビスマルク諸島
388,福岡県大牟田市,大牟田D,1945-11-16,自宅,福岡県内
389,福岡県大牟田市,大牟田D,1941-02-15,久留米,福岡県内
390,福岡県大牟田市,大牟田D,1945-01-29,台湾海峡,台湾
391,福岡県大牟田市,大牟田D,1944-07-26,ビルマ,ビルマ方面
392,福岡県大牟田市,大牟田D,1944-07-01,ニューギニア,ニューギニア方面
393,福岡県大牟田市,大牟田D,1945-01-28,フィリピン,フィリピン方面
394,福岡県大牟田市,大牟田D,1944-10-19,ビルマ,ビルマ方面
395,福岡県大牟田市,大牟田D,1944-07-18,サパン島,マリアナ諸島
396,福岡県大牟田市,大牟田D,1944-02-08,鹿児島沖,その他国内
397,福岡県大牟田市,大牟田D,1940-03-18,中国北支,中国
398,福岡県大牟田市,笹原,1944-09-14,ビルマ,ビルマ方面
399,福岡県大牟田市,笹原,1945-03-13,東シナ海,東シナ海
400,福岡県大牟田市,笹原,1945-01-26,ビルマ第2兵站病院,ビルマ方面
402,福岡県大牟田市,笹原,1945-04-05,ビルマ,ビルマ方面
403,福岡県大牟田市,笹原,1944-06-19,インド,インド方面
404,福岡県大牟田市,笹原,1947-12-05,自宅,福岡県内
405,福岡県大牟田市,笹原,1945-06-19,大牟田市,福岡県内
406,福岡県大牟田市,笹原,1943-11-15,南太平洋,太平洋方面
408,福岡県大牟田市,笹原,1942-12-29,ガダルカナル島,ソロモン・ビスマルク諸島
409,福岡県大牟田市,笹原,1944-04-28,インド,インド方面
410,福岡県大牟田市,笹原,1945-08-15,ビルマ,ビルマ方面
412,福岡県大牟田市,笹原,1943-06-11,山門郡,福岡県内
